SK_DIM_DATE,DSS_LOAD_DATE,DSS_LAST_UPDATED_DATE,DATE,FULLDATEAUS,FULLDATEUSA,DAYOFMONTH,DAYNAME,MONTH,QUARTER,YEAR,FIRSTDAYOFMONTH,LASTDAYOFMONTH,FIRSTDAYOFQUARTER,LASTDAYOFQUARTER,FIRSTDAYOFYEAR,LASTDAYOFYEAR,ISWEEKDAY,ISNATIONALHOLIDAY,NATIONALHOLIDAY
20200421,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-04-21,21/04/2020,04/21/2020,21,Tuesday,4,2,2020,2020-04-01,2020-04-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200422,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-04-22,22/04/2020,04/22/2020,22,Wednesday,4,2,2020,2020-04-01,2020-04-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200423,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-04-23,23/04/2020,04/23/2020,23,Thursday,4,2,2020,2020-04-01,2020-04-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200424,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-04-24,24/04/2020,04/24/2020,24,Friday,4,2,2020,2020-04-01,2020-04-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200425,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-04-25,25/04/2020,04/25/2020,25,Saturday,4,2,2020,2020-04-01,2020-04-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,1,ANZAC Day
20200426,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-04-26,26/04/2020,04/26/2020,26,Sunday,4,2,2020,2020-04-01,2020-04-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200427,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-04-27,27/04/2020,04/27/2020,27,Monday,4,2,2020,2020-04-01,2020-04-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200428,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-04-28,28/04/2020,04/28/2020,28,Tuesday,4,2,2020,2020-04-01,2020-04-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200429,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-04-29,29/04/2020,04/29/2020,29,Wednesday,4,2,2020,2020-04-01,2020-04-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200430,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-04-30,30/04/2020,04/30/2020,30,Thursday,4,2,2020,2020-04-01,2020-04-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200501,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-01,01/05/2020,05/01/2020,1,Friday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200502,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-02,02/05/2020,05/02/2020,2,Saturday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200503,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-03,03/05/2020,05/03/2020,3,Sunday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200504,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-04,04/05/2020,05/04/2020,4,Monday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200505,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-05,05/05/2020,05/05/2020,5,Tuesday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200506,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-06,06/05/2020,05/06/2020,6,Wednesday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200507,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-07,07/05/2020,05/07/2020,7,Thursday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200508,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-08,08/05/2020,05/08/2020,8,Friday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200509,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-09,09/05/2020,05/09/2020,9,Saturday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200510,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-10,10/05/2020,05/10/2020,10,Sunday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200511,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-11,11/05/2020,05/11/2020,11,Monday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200512,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-12,12/05/2020,05/12/2020,12,Tuesday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200513,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-13,13/05/2020,05/13/2020,13,Wednesday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200514,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-14,14/05/2020,05/14/2020,14,Thursday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200515,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-15,15/05/2020,05/15/2020,15,Friday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200516,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-16,16/05/2020,05/16/2020,16,Saturday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200517,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-17,17/05/2020,05/17/2020,17,Sunday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200518,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-18,18/05/2020,05/18/2020,18,Monday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200519,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-19,19/05/2020,05/19/2020,19,Tuesday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200520,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-20,20/05/2020,05/20/2020,20,Wednesday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200521,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-21,21/05/2020,05/21/2020,21,Thursday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200522,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-22,22/05/2020,05/22/2020,22,Friday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200523,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-23,23/05/2020,05/23/2020,23,Saturday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200524,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-24,24/05/2020,05/24/2020,24,Sunday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200525,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-25,25/05/2020,05/25/2020,25,Monday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200526,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-26,26/05/2020,05/26/2020,26,Tuesday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200527,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-27,27/05/2020,05/27/2020,27,Wednesday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200528,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-28,28/05/2020,05/28/2020,28,Thursday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200529,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-29,29/05/2020,05/29/2020,29,Friday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200530,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-30,30/05/2020,05/30/2020,30,Saturday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200531,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-05-31,31/05/2020,05/31/2020,31,Sunday,5,2,2020,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200601,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-01,01/06/2020,06/01/2020,1,Monday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200602,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-02,02/06/2020,06/02/2020,2,Tuesday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200603,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-03,03/06/2020,06/03/2020,3,Wednesday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200604,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-04,04/06/2020,06/04/2020,4,Thursday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200605,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-05,05/06/2020,06/05/2020,5,Friday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200606,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-06,06/06/2020,06/06/2020,6,Saturday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200607,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-07,07/06/2020,06/07/2020,7,Sunday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200608,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-08,08/06/2020,06/08/2020,8,Monday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200609,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-09,09/06/2020,06/09/2020,9,Tuesday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200610,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-10,10/06/2020,06/10/2020,10,Wednesday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200611,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-11,11/06/2020,06/11/2020,11,Thursday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200612,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-12,12/06/2020,06/12/2020,12,Friday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200613,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-13,13/06/2020,06/13/2020,13,Saturday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200614,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-14,14/06/2020,06/14/2020,14,Sunday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200615,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-15,15/06/2020,06/15/2020,15,Monday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200616,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-16,16/06/2020,06/16/2020,16,Tuesday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200617,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-17,17/06/2020,06/17/2020,17,Wednesday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200618,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-18,18/06/2020,06/18/2020,18,Thursday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200619,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-19,19/06/2020,06/19/2020,19,Friday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200620,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-20,20/06/2020,06/20/2020,20,Saturday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200621,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-21,21/06/2020,06/21/2020,21,Sunday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200622,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-22,22/06/2020,06/22/2020,22,Monday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200623,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-23,23/06/2020,06/23/2020,23,Tuesday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200624,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-24,24/06/2020,06/24/2020,24,Wednesday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200625,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-25,25/06/2020,06/25/2020,25,Thursday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200626,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-26,26/06/2020,06/26/2020,26,Friday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200627,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-27,27/06/2020,06/27/2020,27,Saturday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200628,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-28,28/06/2020,06/28/2020,28,Sunday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,0,0,N/A
20200629,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-29,29/06/2020,06/29/2020,29,Monday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200630,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-06-30,30/06/2020,06/30/2020,30,Tuesday,6,2,2020,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,1,0,N/A
20200701,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-01,01/07/2020,07/01/2020,1,Wednesday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200702,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-02,02/07/2020,07/02/2020,2,Thursday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200703,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-03,03/07/2020,07/03/2020,3,Friday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200704,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-04,04/07/2020,07/04/2020,4,Saturday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,0,0,N/A
20200705,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-05,05/07/2020,07/05/2020,5,Sunday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,0,0,N/A
20200706,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-06,06/07/2020,07/06/2020,6,Monday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200707,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-07,07/07/2020,07/07/2020,7,Tuesday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200708,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-08,08/07/2020,07/08/2020,8,Wednesday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200709,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-09,09/07/2020,07/09/2020,9,Thursday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200710,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-10,10/07/2020,07/10/2020,10,Friday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200711,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-11,11/07/2020,07/11/2020,11,Saturday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,0,0,N/A
20200712,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-12,12/07/2020,07/12/2020,12,Sunday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,0,0,N/A
20200713,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-13,13/07/2020,07/13/2020,13,Monday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200714,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-14,14/07/2020,07/14/2020,14,Tuesday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200715,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-15,15/07/2020,07/15/2020,15,Wednesday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200716,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-16,16/07/2020,07/16/2020,16,Thursday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200717,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-17,17/07/2020,07/17/2020,17,Friday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200718,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-18,18/07/2020,07/18/2020,18,Saturday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,0,0,N/A
20200719,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-19,19/07/2020,07/19/2020,19,Sunday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,0,0,N/A
20200720,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-20,20/07/2020,07/20/2020,20,Monday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200721,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-21,21/07/2020,07/21/2020,21,Tuesday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200722,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-22,22/07/2020,07/22/2020,22,Wednesday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200723,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-23,23/07/2020,07/23/2020,23,Thursday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200724,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-24,24/07/2020,07/24/2020,24,Friday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200725,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-25,25/07/2020,07/25/2020,25,Saturday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,0,0,N/A
20200726,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-26,26/07/2020,07/26/2020,26,Sunday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,0,0,N/A
20200727,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-27,27/07/2020,07/27/2020,27,Monday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200728,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-28,28/07/2020,07/28/2020,28,Tuesday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200729,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-29,29/07/2020,07/29/2020,29,Wednesday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200730,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-30,30/07/2020,07/30/2020,30,Thursday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200731,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-07-31,31/07/2020,07/31/2020,31,Friday,7,3,2020,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200801,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-08-01,01/08/2020,08/01/2020,1,Saturday,8,3,2020,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,0,0,N/A
20200802,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-08-02,02/08/2020,08/02/2020,2,Sunday,8,3,2020,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,0,0,N/A
20200803,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-08-03,03/08/2020,08/03/2020,3,Monday,8,3,2020,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200804,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-08-04,04/08/2020,08/04/2020,4,Tuesday,8,3,2020,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200805,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-08-05,05/08/2020,08/05/2020,5,Wednesday,8,3,2020,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200806,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-08-06,06/08/2020,08/06/2020,6,Thursday,8,3,2020,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200807,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-08-07,07/08/2020,08/07/2020,7,Friday,8,3,2020,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200808,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-08-08,08/08/2020,08/08/2020,8,Saturday,8,3,2020,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,0,0,N/A
20200809,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-08-09,09/08/2020,08/09/2020,9,Sunday,8,3,2020,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,0,0,N/A
20200810,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-08-10,10/08/2020,08/10/2020,10,Monday,8,3,2020,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200811,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-08-11,11/08/2020,08/11/2020,11,Tuesday,8,3,2020,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200812,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-08-12,12/08/2020,08/12/2020,12,Wednesday,8,3,2020,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
20200813,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,2020-08-13,13/08/2020,08/13/2020,13,Thursday,8,3,2020,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,1,0,N/A
